study_id,composition,dopant_family,Cu_stoichiometry,zT_350C,zT_max,zT_max_temp_C,zT_max_temp_K,seebeck_350C_uVK,seebeck_at_zTmax_uVK,conductivity_350C_1e4Sm,conductivity_at_zTmax_1e4Sm,thermal_conductivity_350C_WmK,thermal_conductivity_at_zTmax_WmK,carrier_concentration_cm3,synthesis,compaction,sintering_type,sintering_temp_K,sintering_temp_C,relative_density_pct,density_g_cm3,theoretical_density_g_cm3,density_reference,remarks,citation
Levinsky 2019,Cu11 Mg,Mg,11.0,0.49,0.55,400.0,,155.0,145.0,3.24,3.12,0.915,0.89,,silica tubes. 943K,CP + annealing : 723K (5 days) + SPS 80MPa 4min 723K,SPS,723.0,,95.0,,,,,"Levinsky, P., Candolfi, C., Dauscher, A., Lenoir, B., & Hejtmánek, J. (2019). Thermoelectric Properties of Magnesium-Doped Tetrahedrite Cu 12−x Mg x Sb 4 S 13. Journal of Electronic Materials, 48(4), 1926–1931. https://doi.org/10.1007/s11664-019-07032-w"
Levinsky 2019,Cu10.5 Mg 1.5,Mg,10.5,0.51,0.58,400.0,,160.0,170.0,2.33,2.27,0.72,0.735,,silica tubes. 943K,CP + annealing : 723K (5 days) + SPS 80MPa 4min 723K,SPS,723.0,,95.0,,,,,"Levinsky, P., Candolfi, C., Dauscher, A., Lenoir, B., & Hejtmánek, J. (2019). Thermoelectric Properties of Magnesium-Doped Tetrahedrite Cu 12−x Mg x Sb 4 S 13. Journal of Electronic Materials, 48(4), 1926–1931. https://doi.org/10.1007/s11664-019-07032-w"
Zhu 2022,Cu11.975In0.025Sb4S12.8Se0.2,In+Se,11.975,0.69,0.92,450.0,,120.0,146.0,8.8,6.5,1.15,1.11,,solid-state reaction: silica tubes. 923K 12h,,Other,,,95.0,,,,,"Zhu, C., Ming, H., Zhang, J., Li, D., Chen, T., & Qin, X. (2022). Ultralow Lattice Thermal Conductivity and High Thermoelectric Figure of Merit in Dually Substituted Cu12Sb4S13 Tetrahedrites. Advanced Electronic Materials, 8(10). https://doi.org/10.1002/aelm.202200110"
Zhu 2022,Cu11.95In0.05Sb4S12.8Se0.2,In+Se,11.95,0.72,0.99,450.0,,122.0,149.0,8.4,6.49,1.11,1.04,,solid-state reaction: silica tubes. 923K 12h,,Other,,,96.0,,,,,"Zhu, C., Ming, H., Zhang, J., Li, D., Chen, T., & Qin, X. (2022). Ultralow Lattice Thermal Conductivity and High Thermoelectric Figure of Merit in Dually Substituted Cu12Sb4S13 Tetrahedrites. Advanced Electronic Materials, 8(10). https://doi.org/10.1002/aelm.202200111"
Zhu 2022,Cu11.925In0.075Sb4S12.8Se0.2,In+Se,11.925,0.61,0.85,450.0,,126.0,150.0,7.5,6.13,1.22,1.18,,solid-state reaction: silica tubes. 923K 12h,,Other,,,96.0,,,,,"Zhu, C., Ming, H., Zhang, J., Li, D., Chen, T., & Qin, X. (2022). Ultralow Lattice Thermal Conductivity and High Thermoelectric Figure of Merit in Dually Substituted Cu12Sb4S13 Tetrahedrites. Advanced Electronic Materials, 8(10). https://doi.org/10.1002/aelm.202200112"
Lu 2014,Cu12 Sb3.5 Te0.5 S13,Te,12.0,0.7,0.89,450.0,723.0,145.0,165.0,5.1,4.3,0.99,0.93,,quartz tube.  923 K (12h). BM(5min),CP + quartz tube annealing  at 723 K (1 week)+ HP 80MPa 723 K (30min),HP,723.0,450.0,98.0,,,,,"Lu, X., & Morelli, D. (2014). The effect of Te substitution for sb on thermoelectric properties of tetrahedrite. Journal of Electronic Materials, 43(6), 1983–1987. https://doi.org/10.1007/s11664-013-2931-1"
Lu 2014,Cu12 Sb3 Te S13,Te,12.0,0.76,0.92,450.0,723.0,180.0,200.0,2.7,2.7,0.75,0.77,,quartz tube.  923 K (12h). BM(5min),CP + quartz tube annealing  at 723 K (1 week)+ HP 80MPa 723 K (30min),HP,723.0,450.0,98.0,,,,,"Lu, X., & Morelli, D. (2014). The effect of Te substitution for sb on thermoelectric properties of tetrahedrite. Journal of Electronic Materials, 43(6), 1983–1987. https://doi.org/10.1007/s11664-013-2931-2"
Lu 2014,Cu12 Sb3.9 Te0.1 S13,Te,12.0,0.7,0.89,450.0,723.0,133.0,140.0,7.3,6.5,1.2,1.2,,quartz tube.  923 K (12h). BM(5min),CP + quartz tube annealing  at 723 K (1 week)+ HP 80MPa 723 K (30min),HP,723.0,450.0,98.0,,,,,"Lu, X., & Morelli, D. (2014). The effect of Te substitution for sb on thermoelectric properties of tetrahedrite. Journal of Electronic Materials, 43(6), 1983–1987. https://doi.org/10.1007/s11664-013-2931-2"
Bouyrie 2015 Te,Cu12 Sb3.39 Te0.61 S13,Te,12.0,0.76,0.8,350.0,623.0,183.0,183.0,1.82,1.82,0.5,0.5,,Precursors. quartz tube.  923 K (12h). 723 K ( 14days),SPS 723 K (10min) 80 Mpa,SPS,723.0,450.0,95.0,,,,,"Bouyrie, Y., Candolfi, C., Ohorodniichuk, V., Malaman, B., Dauscher, A., Tobola, J., & Lenoir, B. (2015). Crystal structure, electronic band structure and high-temperature thermoelectric properties of Te-substituted tetrahedrites Cu12Sb4-xTexS13 (0.5 ≤ x ≤ 2.0). Journal of Materials Chemistry C, 3(40), 10476–10487. https://doi.org/10.1039/c5tc01636c"
Bouyrie 2015 Te,Cu12 Sb3.2 Te 0.8 S13,Te,12.0,0.79,0.8,350.0,623.0,175.0,175.0,2.0,2.0,0.5,0.5,,Precursors. quartz tube.  923 K (12h). 723 K (14 days),SPS 723 K (10min) 80 Mpa,SPS,723.0,450.0,95.0,,,,,"Bouyrie, Y., Candolfi, C., Ohorodniichuk, V., Malaman, B., Dauscher, A., Tobola, J., & Lenoir, B. (2015). Crystal structure, electronic band structure and high-temperature thermoelectric properties of Te-substituted tetrahedrites Cu12Sb4-xTexS13 (0.5 ≤ x ≤ 2.0). Journal of Materials Chemistry C, 3(40), 10476–10487. https://doi.org/10.1039/c5tc01636c"
Bouyrie 2015 Te,Cu12 Sb3.6 Te 1.4 S13,Te,12.0,0.54,0.63,350.0,,167.0,167.0,1.34,1.34,0.54,0.54,,Precursors. quartz tube.  923 K (12h). 723 K ( 14days),SPS 723 K (10min) 80 Mpa,SPS,723.0,,95.0,,,,,"Bouyrie, Y., Candolfi, C., Ohorodniichuk, V., Malaman, B., Dauscher, A., Tobola, J., & Lenoir, B. (2015). Crystal structure, electronic band structure and high-temperature thermoelectric properties of Te-substituted tetrahedrites Cu12Sb4-xTexS13 (0.5 ≤ x ≤ 2.0). Journal of Materials Chemistry C, 3(40), 10476–10487. https://doi.org/10.1039/c5tc01636c"
Bouyrie 2015 Te,Cu12 Sb2.19 Te 1.81 S13,Te,12.0,0.39,0.42,350.0,,250.0,250.0,0.46,0.46,0.485,0.485,,Precursors. quartz tube.  923 K (12h). 723 K (14 days),SPS 723 K (10min) 80 Mpa,SPS,723.0,,95.0,,,,,"Bouyrie, Y., Candolfi, C., Ohorodniichuk, V., Malaman, B., Dauscher, A., Tobola, J., & Lenoir, B. (2015). Crystal structure, electronic band structure and high-temperature thermoelectric properties of Te-substituted tetrahedrites Cu12Sb4-xTexS13 (0.5 ≤ x ≤ 2.0). Journal of Materials Chemistry C, 3(40), 10476–10487. https://doi.org/10.1039/c5tc01636c"
Bouyrie 2015 Te,Cu12 Sb2.21 Te 1.79 S13,Te,12.0,0.3,0.36,350.0,,220.0,220.0,0.53,0.53,0.54,0.54,,Precursors. quartz tube.  923 K (12h). 723 K ( 14days),SPS 723 K (10min) 80 Mpa,SPS,723.0,,95.0,,,,,"Bouyrie, Y., Candolfi, C., Ohorodniichuk, V., Malaman, B., Dauscher, A., Tobola, J., & Lenoir, B. (2015). Crystal structure, electronic band structure and high-temperature thermoelectric properties of Te-substituted tetrahedrites Cu12Sb4-xTexS13 (0.5 ≤ x ≤ 2.0). Journal of Materials Chemistry C, 3(40), 10476–10487. https://doi.org/10.1039/c5tc01636c"
Bouyrie 2015 Te,Cu12 Sb3.59 Te 1.41 S13,Te,12.0,0.64,0.71,350.0,,212.0,212.0,1.35,1.35,0.58,0.58,,Precursors. quartz tube.  923 K (12h). 723 K ( 14days),SPS 723 K (10min) 80 Mpa,SPS,723.0,,93.0,,,,,"Bouyrie, Y., Candolfi, C., Ohorodniichuk, V., Malaman, B., Dauscher, A., Tobola, J., & Lenoir, B. (2015). Crystal structure, electronic band structure and high-temperature thermoelectric properties of Te-substituted tetrahedrites Cu12Sb4-xTexS13 (0.5 ≤ x ≤ 2.0). Journal of Materials Chemistry C, 3(40), 10476–10487. https://doi.org/10.1039/c5tc01636c"
Bouyrie 2015 Te,Cu12 Sb2.99 Te 1.01 S13,Te,12.0,0.63,0.7,350.0,,163.0,163.0,2.857,2.857,0.795,0.795,,Precursors. quartz tube.  923 K (12h). 723 K ( 14days),SPS 723 K (10min) 80 Mpa,SPS,723.0,,93.0,,,,,"Bouyrie, Y., Candolfi, C., Ohorodniichuk, V., Malaman, B., Dauscher, A., Tobola, J., & Lenoir, B. (2015). Crystal structure, electronic band structure and high-temperature thermoelectric properties of Te-substituted tetrahedrites Cu12Sb4-xTexS13 (0.5 ≤ x ≤ 2.0). Journal of Materials Chemistry C, 3(40), 10476–10487. https://doi.org/10.1039/c5tc01636c"
Bouyrie 2015 Te,Cu12 Sb3.48 Te 0.52 S13,Te,12.0,0.61,0.69,350.0,,127.0,127.0,6.2,6.2,1.285,1.285,,Precursors. quartz tube.  923 K (12h). 723 K ( 14days),SPS 723 K (10min) 80 Mpa,SPS,723.0,,93.0,,,,,"Bouyrie, Y., Candolfi, C., Ohorodniichuk, V., Malaman, B., Dauscher, A., Tobola, J., & Lenoir, B. (2015). Crystal structure, electronic band structure and high-temperature thermoelectric properties of Te-substituted tetrahedrites Cu12Sb4-xTexS13 (0.5 ≤ x ≤ 2.0). Journal of Materials Chemistry C, 3(40), 10476–10487. https://doi.org/10.1039/c5tc01636c"
Bouyrie 2015 Te,Cu12 Sb2.15 Te 1.85 S13,Te,12.0,0.39,0.43,350.0,,252.0,252.0,0.47,0.47,0.49,0.49,,Precursors. quartz tube.  923 K (12h). 723 K ( 14days),SPS 723 K (10min) 80 Mpa,SPS,723.0,,93.0,,,,,"Bouyrie, Y., Candolfi, C., Ohorodniichuk, V., Malaman, B., Dauscher, A., Tobola, J., & Lenoir, B. (2015). Crystal structure, electronic band structure and high-temperature thermoelectric properties of Te-substituted tetrahedrites Cu12Sb4-xTexS13 (0.5 ≤ x ≤ 2.0). Journal of Materials Chemistry C, 3(40), 10476–10487. https://doi.org/10.1039/c5tc01636c"
Kwak 2021,Cu12Sb3.9Te0.1S13,Te,12.0,0.6,0.8,450.0,723.0,175.0,180.0,2.65,2.6,0.85,0.8,3.56e+18,steel jar. BM 350rpm 24h,HP 723K 2h 70MPa,HP,723.0,,100.0,,,,,"Kwak, S. G., Lee, G. E., & Kim, I. H. (2021). Electronic transport and thermoelectric properties of te-doped tetrahedrites Cu12Sb4-yTeyS13. Journal of Korean Institute of Metals and Materials, 59(8), 560–566. https://doi.org/10.3365/KJMM.2021.59.8.560"
Kwak 2021,Cu12Sb3.8Te0.2S13,Te,12.0,0.55,0.7,450.0,723.0,180.0,185.0,2.05,2.0,0.75,0.76,2.99e+18,steel jar. BM 350rpm 24h,HP 723K 2h 70MPa,HP,723.0,,99.0,,,,,"Kwak, S. G., Lee, G. E., & Kim, I. H. (2021). Electronic transport and thermoelectric properties of te-doped tetrahedrites Cu12Sb4-yTeyS13. Journal of Korean Institute of Metals and Materials, 59(8), 560–566. https://doi.org/10.3365/KJMM.2021.59.8.561"
Kwak 2021,Cu12Sb3.7Te0.3S13,Te,12.0,0.55,0.66,450.0,723.0,185.0,190.0,1.95,1.9,0.75,0.76,2.59e+18,steel jar. BM 350rpm 24h,HP 723K 2h 70MPa,HP,723.0,,99.0,,,,,"Kwak, S. G., Lee, G. E., & Kim, I. H. (2021). Electronic transport and thermoelectric properties of te-doped tetrahedrites Cu12Sb4-yTeyS13. Journal of Korean Institute of Metals and Materials, 59(8), 560–566. https://doi.org/10.3365/KJMM.2021.59.8.561"
Kwak 2021,Cu12Sb3.6Te0.4S13,Te,12.0,0.54,0.65,450.0,723.0,195.0,204.0,1.65,1.6,0.74,0.75,1.74e+18,steel jar. BM 350rpm 24h,HP 723K 2h 70MPa,HP,723.0,,99.0,,,,,"Kwak, S. G., Lee, G. E., & Kim, I. H. (2021). Electronic transport and thermoelectric properties of te-doped tetrahedrites Cu12Sb4-yTeyS13. Journal of Korean Institute of Metals and Materials, 59(8), 560–566. https://doi.org/10.3365/KJMM.2021.59.8.561"
Tippireddy 2019,Cu12 Sb3.65 Sn0.35 S13,Sn,12.0,0.81,0.96,400.0,673.0,165.0,180.0,3.95,3.82,0.89,0.875,,quartz tube.  923 K (3h). 823 K (30h) +CP + annealing : 723K (48h) + BM 300rpm 3h,SPS 753K 10min 70MPa,SPS,753.0,,98.0,,,,,"Tippireddy, S., Prem Kumar, D. S., Karati, A., Ramakrishnan, A., Sarkar, S., Peter, S. C., Malar, P., Chen, K. H., Murty, B. S., & Mallik, R. C. (2019). Effect of Sn Substitution on the Thermoelectric Properties of Synthetic Tetrahedrite. ACS Applied Materials and Interfaces, 11(24), 21686–21696. https://doi.org/10.1021/acsami.9b02956"
Tippireddy 2019,Cu12 Sb3.75 Sn0.25 S13,Sn,12.0,0.8,0.95,400.0,673.0,155.0,160.0,4.78,4.65,0.85,0.83,,quartz tube.  923 K (3h). 823 K (30h) +CP + annealing : 723K (48h) + BM 300rpm 3h,SPS 753K 10min 70MPa,SPS,753.0,,98.0,,,,,"Tippireddy, S., Prem Kumar, D. S., Karati, A., Ramakrishnan, A., Sarkar, S., Peter, S. C., Malar, P., Chen, K. H., Murty, B. S., & Mallik, R. C. (2019). Effect of Sn Substitution on the Thermoelectric Properties of Synthetic Tetrahedrite. ACS Applied Materials and Interfaces, 11(24), 21686–21696. https://doi.org/10.1021/acsami.9b02956"
Tippireddy 2019,Cu12 Sb3.5 Sn0.5 S13,Sn,12.0,0.66,0.76,400.0,673.0,160.0,170.0,3.8,3.64,0.985,0.985,,quartz tube.  923 K (3h). 823 K (30h) +CP + annealing : 723K (48h) + BM 300rpm 3h,SPS 753K 10min 70MPa,SPS,753.0,,98.0,,,,,"Tippireddy, S., Prem Kumar, D. S., Karati, A., Ramakrishnan, A., Sarkar, S., Peter, S. C., Malar, P., Chen, K. H., Murty, B. S., & Mallik, R. C. (2019). Effect of Sn Substitution on the Thermoelectric Properties of Synthetic Tetrahedrite. ACS Applied Materials and Interfaces, 11(24), 21686–21696. https://doi.org/10.1021/acsami.9b02956"
Tippireddy 2019,Cu12 Sb3 Sn S13,Sn,12.0,0.3,0.39,400.0,673.0,135.0,150.0,3.23,3.08,1.25,1.185,,quartz tube.  923 K (3h). 823 K (30h) +CP + annealing : 723K (48h) + BM 300rpm 3h,SPS 753K 10min 70MPa,SPS,753.0,,98.0,,,,,"Tippireddy, S., Prem Kumar, D. S., Karati, A., Ramakrishnan, A., Sarkar, S., Peter, S. C., Malar, P., Chen, K. H., Murty, B. S., & Mallik, R. C. (2019). Effect of Sn Substitution on the Thermoelectric Properties of Synthetic Tetrahedrite. ACS Applied Materials and Interfaces, 11(24), 21686–21696. https://doi.org/10.1021/acsami.9b02956"
Ahn 2021,Cu12Sb3.9Sn0.1S13,Sn,12.0,0.5,0.66,450.0,723.0,170.0,175.0,2.4,2.3,0.87,0.77,1.28e+19,MA in Stainless Steel jar & balls. 350rpm (24h) in Ar,HP 723 K 2h 70MPa,HP,723.0,450.0,99.0,,,,,"Hee-Jae Ahn, I1-Ho Kim. Charge Transport and Thermoelectric Properties of Sn-Doped Tetrahedrites Cu12Sb4-ySnyS13.Korean Journal of Metals and Materials 2021; 59(10): 724-731. http://dx.doi.org/10.3365/KJMM.2021.59.10.724"
Ahn 2021,Cu12Sb3.8Sn0.2S13,Sn,12.0,0.44,0.56,450.0,723.0,175.0,180.0,1.8,1.8,0.85,0.75,6.1e+18,MA in Stainless Steel jar & balls. 350rpm (24h) in Ar,HP 723 K 2h 70MPa,HP,723.0,450.0,100.0,,,,,"Hee-Jae Ahn, I1-Ho Kim. Charge Transport and Thermoelectric Properties of Sn-Doped Tetrahedrites Cu12Sb4-ySnyS13.Korean Journal of Metals and Materials 2021; 59(10): 724-731. http://dx.doi.org/10.3365/KJMM.2021.59.10.724"
Ahn 2021,Cu12Sb3.7Sn0.3S13,Sn,12.0,0.4,0.53,450.0,723.0,200.0,205.0,1.05,1.1,0.71,0.62,2.9e+18,MA in Stainless Steel jar & balls. 350rpm (24h) in Ar,HP 723 K 2h 70MPa,HP,723.0,450.0,99.0,,,,,"Hee-Jae Ahn, I1-Ho Kim. Charge Transport and Thermoelectric Properties of Sn-Doped Tetrahedrites Cu12Sb4-ySnyS13.Korean Journal of Metals and Materials 2021; 59(10): 724-731. http://dx.doi.org/10.3365/KJMM.2021.59.10.724"
Ahn 2021,Cu12Sb3.6Sn0.4S13,Sn,12.0,0.2,0.3,450.0,723.0,238.0,238.0,0.3,0.4,0.61,0.56,1.57e+18,MA in Stainless Steel jar & balls. 350rpm (24h) in Ar,HP 723 K 2h 70MPa,HP,723.0,450.0,99.0,,,,,"Hee-Jae Ahn, I1-Ho Kim. Charge Transport and Thermoelectric Properties of Sn-Doped Tetrahedrites Cu12Sb4-ySnyS13.Korean Journal of Metals and Materials 2021; 59(10): 724-731. http://dx.doi.org/10.3365/KJMM.2021.59.10.724"
Huang 2020,Cu12 Sb4.2 S13,Cu-excess/deficiency,12.0,0.65,0.86,450.0,,135.0,152.0,7.4,5.8,1.24,1.1,,"quartz ampoule. 923K, 12h",CP + Annealing 1 week 723K + HP 673K 250MPa 1h,HP,673.0,400.0,95.0,,,,,"Huang, L., Kong, Y., Zhang, J., Zhu, C., Zhang, J., Li, Y., Li, D., Xin, H., Wang, Z., & Qin, X. (2020). Effects of Sb Deviation from Its Stoichiometric Ratio on the Micro- And Electronic Structures and Thermoelectric Properties of Cu12Sb4S13. ACS Applied Materials and Interfaces, 12(12), 14145–14153. https://doi.org/10.1021/acsami.0c00094"
Huang 2020,Cu12 Sb4.1 S13,Cu-excess/deficiency,12.0,0.59,0.82,450.0,,125.0,142.0,9.0,6.8,1.42,1.21,,"quartz ampoule. 923K, 12h",CP + Annealing 1 week 723K + HP 673K 250MPa 1h,HP,673.0,400.0,97.0,,,,,"Huang, L., Kong, Y., Zhang, J., Zhu, C., Zhang, J., Li, Y., Li, D., Xin, H., Wang, Z., & Qin, X. (2020). Effects of Sb Deviation from Its Stoichiometric Ratio on the Micro- And Electronic Structures and Thermoelectric Properties of Cu12Sb4S13. ACS Applied Materials and Interfaces, 12(12), 14145–14153. https://doi.org/10.1021/acsami.0c00095"
Huang 2020,Cu12 Sb4.3 S13,Cu-excess/deficiency,12.0,0.48,0.63,450.0,,134.0,163.0,6.5,4.5,1.46,1.33,,"quartz ampoule. 923K, 12h",CP + Annealing 1 week 723K + HP 673K 250MPa 1h,HP,673.0,400.0,97.0,,,,,"Huang, L., Kong, Y., Zhang, J., Zhu, C., Zhang, J., Li, Y., Li, D., Xin, H., Wang, Z., & Qin, X. (2020). Effects of Sb Deviation from Its Stoichiometric Ratio on the Micro- And Electronic Structures and Thermoelectric Properties of Cu12Sb4S13. ACS Applied Materials and Interfaces, 12(12), 14145–14153. https://doi.org/10.1021/acsami.0c00096"
Huang 2020,Cu12 Sb3.8 S13,Cu-excess/deficiency,12.0,0.5,0.61,450.0,,135.0,152.0,6.1,4.8,1.25,1.15,,"quartz ampoule. 923K, 12h",CP + Annealing 1 week 723K + HP 673K 250MPa 1h,HP,673.0,400.0,95.0,,,,,"Huang, L., Kong, Y., Zhang, J., Zhu, C., Zhang, J., Li, Y., Li, D., Xin, H., Wang, Z., & Qin, X. (2020). Effects of Sb Deviation from Its Stoichiometric Ratio on the Micro- And Electronic Structures and Thermoelectric Properties of Cu12Sb4S13. ACS Applied Materials and Interfaces, 12(12), 14145–14153. https://doi.org/10.1021/acsami.0c00097"
Huang 2020,Cu12 Sb3.9 S13,Cu-excess/deficiency,12.0,0.47,0.58,450.0,,125.0,145.0,6.9,5.0,1.55,1.48,,"quartz ampoule. 923K, 12h",CP + Annealing 1 week 723K + HP 673K 250MPa 1h,HP,673.0,400.0,95.0,,,,,"Huang, L., Kong, Y., Zhang, J., Zhu, C., Zhang, J., Li, Y., Li, D., Xin, H., Wang, Z., & Qin, X. (2020). Effects of Sb Deviation from Its Stoichiometric Ratio on the Micro- And Electronic Structures and Thermoelectric Properties of Cu12Sb4S13. ACS Applied Materials and Interfaces, 12(12), 14145–14153. https://doi.org/10.1021/acsami.0c00098"
Kumar 2017,Cu12 Sb3.8 Bi0.2 S13,Bi,12.0,0.78,0.84,400.0,,138.0,150.0,6.65,6.25,1.12,1.16,,quartz tube.  973 K (3h) + 773K (3h),Annealing: 773K 96h + HP 30MPa at 773K 1h,HP,773.0,,90.0,,,,,"Prem Kumar, D. S., Chetty, R., Femi, O. E., Chattopadhyay, K., Malar, P., & Mallik, R. C. (2017). Thermoelectric Properties of Bi Doped Tetrahedrite. Journal of Electronic Materials, 46(5), 2616–2622. https://doi.org/10.1007/s11664-016-4826-5"
Kumar 2017,Cu12 Sb3.6 Bi0.4 S13,Bi,12.0,0.71,0.77,400.0,,166.0,175.0,3.9,3.85,0.96,1.01,,quartz tube.  973 K (3h) + 773K (3h),Annealing: 773K 96h + HP 30MPa at 773K 1h,HP,773.0,,90.0,,,,,"Prem Kumar, D. S., Chetty, R., Femi, O. E., Chattopadhyay, K., Malar, P., & Mallik, R. C. (2017). Thermoelectric Properties of Bi Doped Tetrahedrite. Journal of Electronic Materials, 46(5), 2616–2622. https://doi.org/10.1007/s11664-016-4826-6"
Kumar 2017,Cu12 Sb3.4 Bi0.6 S13,Bi,12.0,0.51,0.56,400.0,,180.0,195.0,2.21,2.17,0.92,0.94,,quartz tube.  973 K (3h) + 773K (3h),Annealing: 773K 96h + HP 30MPa at 773K 1h,HP,773.0,,90.0,,,,,"Prem Kumar, D. S., Chetty, R., Femi, O. E., Chattopadhyay, K., Malar, P., & Mallik, R. C. (2017). Thermoelectric Properties of Bi Doped Tetrahedrite. Journal of Electronic Materials, 46(5), 2616–2622. https://doi.org/10.1007/s11664-016-4826-7"
Kumar 2017,Cu12 Sb3.2 Bi0.8 S13,Bi,12.0,0.47,0.52,400.0,,178.0,195.0,1.86,1.81,0.84,0.86,,quartz tube.  973 K (3h) + 773K (3h),Annealing: 773K 96h + HP 30MPa at 773K 1h,HP,773.0,,90.0,,,,,"Prem Kumar, D. S., Chetty, R., Femi, O. E., Chattopadhyay, K., Malar, P., & Mallik, R. C. (2017). Thermoelectric Properties of Bi Doped Tetrahedrite. Journal of Electronic Materials, 46(5), 2616–2622. https://doi.org/10.1007/s11664-016-4826-8"
Kwak 2020,Cu12Sb3.9Bi0.1S13,Bi,12.0,0.7,0.88,450.0,723.0,182.0,185.0,2.8,2.7,0.82,0.81,,steel jar. BM 350rpm 24h,HP 723K 2h 70MPa,HP,723.0,,97.0,,,,,"Kwak, S. G., Pi, J. H., Lee, G. E., & Kim, I. H. (2020). Solid-State Synthesis and Thermoelectric Properties of Tetrahedrites Cu12Sb4-yBiyS13. Journal of Korean Institute of Metals and Materials, 58(4), 272–277. https://doi.org/10.3365/KJMM.2020.58.4.272"
Kwak 2020,Cu12Sb3.8Bi0.2S13,Bi,12.0,0.56,0.82,450.0,723.0,160.0,170.0,3.3,3.2,0.95,0.82,,steel jar. BM 350rpm 24h,HP 723K 2h 70MPa,HP,723.0,,98.0,,,,,"Kwak, S. G., Pi, J. H., Lee, G. E., & Kim, I. H. (2020). Solid-State Synthesis and Thermoelectric Properties of Tetrahedrites Cu12Sb4-yBiyS13. Journal of Korean Institute of Metals and Materials, 58(4), 272–277. https://doi.org/10.3365/KJMM.2020.58.4.273"
Kwak 2020,Cu12Sb3.7Bi0.3S13,Bi,12.0,0.5,0.8,450.0,723.0,150.0,157.0,3.5,3.2,0.95,0.75,,steel jar. BM 350rpm 24h,HP 723K 2h 70MPa,HP,723.0,,98.0,,,,,"Kwak, S. G., Pi, J. H., Lee, G. E., & Kim, I. H. (2020). Solid-State Synthesis and Thermoelectric Properties of Tetrahedrites Cu12Sb4-yBiyS13. Journal of Korean Institute of Metals and Materials, 58(4), 272–277. https://doi.org/10.3365/KJMM.2020.58.4.273"
Kwak 2020,Cu12Sb3.6Bi0.4S13,Bi,12.0,0.45,0.72,450.0,723.0,160.0,170.0,2.0,1.9,0.76,0.63,,steel jar. BM 350rpm 24h,HP 723K 2h 70MPa,HP,723.0,,99.0,,,,,"Kwak, S. G., Pi, J. H., Lee, G. E., & Kim, I. H. (2020). Solid-State Synthesis and Thermoelectric Properties of Tetrahedrites Cu12Sb4-yBiyS13. Journal of Korean Institute of Metals and Materials, 58(4), 272–277. https://doi.org/10.3365/KJMM.2020.58.4.274"
Jeong 2022,Cu12Sb3.9Ge0.1S13,Ge,12.0,0.5,0.72,450.0,723.0,155.0,168.0,3.25,3.2,1.0,0.88,4e+18,,,,,,99.0,,,,,"Jeong, S. I., & Kim, I. H. (2022). Solid-State Synthesis and Thermoelectric Properties of Ge-Doped Tetrahedrites Cu12Sb4-yGeyS13. Journal of Korean Institute of Metals and Materials, 60(5), 376–383. https://doi.org/10.3365/KJMM.2022.60.5.376"
Jeong 2022,Cu12Sb3.8Ge0.2S13,Ge,12.0,0.52,0.74,450.0,723.0,180.0,190.0,2.2,2.2,0.81,0.72,3e+18,,,,,,100.0,,,,,"Jeong, S. I., & Kim, I. H. (2022). Solid-State Synthesis and Thermoelectric Properties of Ge-Doped Tetrahedrites Cu12Sb4-yGeyS13. Journal of Korean Institute of Metals and Materials, 60(5), 376–383. https://doi.org/10.3365/KJMM.2022.60.5.377"
Jeong 2022,Cu12Sb3.7Ge0.3S13,Ge,12.0,0.29,0.41,450.0,723.0,200.0,205.0,1.2,1.2,0.72,0.65,2.2e+18,,,,,,99.0,,,,,"Jeong, S. I., & Kim, I. H. (2022). Solid-State Synthesis and Thermoelectric Properties of Ge-Doped Tetrahedrites Cu12Sb4-yGeyS13. Journal of Korean Institute of Metals and Materials, 60(5), 376–383. https://doi.org/10.3365/KJMM.2022.60.5.378"
Jeong 2022,Cu12Sb3.6Ge0.4S13,Ge,12.0,0.4,0.55,450.0,723.0,224.0,224.0,0.55,0.7,0.6,0.59,2.2e+18,,,,,,98.0,,,,,"Jeong, S. I., & Kim, I. H. (2022). Solid-State Synthesis and Thermoelectric Properties of Ge-Doped Tetrahedrites Cu12Sb4-yGeyS13. Journal of Korean Institute of Metals and Materials, 60(5), 376–383. https://doi.org/10.3365/KJMM.2022.60.5.379"
Zhu 2019,Cu12Sb4S12.8Se0.2,Se,12.0,0.59,0.8,450.0,,114.0,150.0,10.8,8.5,1.51,1.25,,quartz ampoule. 923K 12h,CP + annealing : 723K (1 week) + HP 673K 1h 250MPa,HP,673.0,,98.0,,,,,"Zhu, C., Ming, H., Huang, L., Zhang, B., Lou, X., Li, D., Jabar, B., Xin, H., Zhang, J., & Qin, X. (2019). Achieving high power factor and thermoelectric performance through dual substitution of Zn and Se in tetrahedrites Cu12Sb4S13. Applied Physics Letters, 115(18). https://doi.org/10.1063/1.5119402"
