material,number_of_elements,critical_temp
La0.75Ca0.05Pr0.2Ba1.5Sr0.5Cu3O6.886,7,33.0
La0.7Ca0.1Pr0.2Ba1.5Sr0.5Cu3O6.862,7,40.0
La0.65Ca0.15Pr0.2Ba1.5Sr0.5Cu3O6.84,7,45.0
La0.6Ca0.2Pr0.2Ba1.5Sr0.5Cu3O6.809,7,47.0
La0.65Ca0.05Pr0.3Ba1.5Sr0.5Cu3O6.896,7,14.0
La0.6Ca0.1Pr0.3Ba1.5Sr0.5Cu3O6.872,7,26.0
La0.55Ca0.15Pr0.3Ba1.5Sr0.5Cu3O6.851,7,27.0
La0.5Ca0.2Pr0.3Ba1.5Sr0.5Cu3O6.829,7,34.0
Bi2Sr2Ca1Cu2O8,5,69.4
Sr2Y1Ru0.9Cu0.1O6,5,37.5
Sr2Ho1Ru0.9Cu0.1O6,5,30.0
Sr2Y1Ru0.9Cu0.1O6,5,45.0
Bi2.1Sr1.8Ca1Cu1.96Co0.04O8,6,73.0
Bi2.1Sr1.8Ca1Cu1.982Zn0.018O8,6,83.0
La1.84Sr0.16Cu0.99Fe0.01O4,5,30.0
La1.85Sr0.15Cu1FeO4,5,39.9
Eu1.5Ce0.5Ru1Sr2Cu2O10,6,45.0
La1.86Sr0.14Cu0.99Li0.01O4,5,38.25
La1.87Sr0.13Cu0.98Li0.02O4,5,32.85
La1.885Sr0.115Cu0.965Li0.035O4,5,26.5
La1.9Sr0.1Cu0.95Li0.05O4,5,20.0
Fe0.5Sr1Ba1Y1Cu2.5O7,6,58.5
Ru1Sr1.98La0.02Gd1Cu2O8,6,30.0
Bi1.7Pb0.3Sr2Ca0.55Y0.45Cu1.94Zn0.06O8,8,41.3
Bi1.7Pb0.3Sr2Ca0.6Y0.4Cu1.94Zn0.06O8,8,53.5
Bi1.7Pb0.3Sr2Ca0.65Y0.35Cu1.94Zn0.06O8,8,62.1
Bi1.7Pb0.3Sr2Ca0.7Y0.3Cu1.94Zn0.06O8,8,66.9
Bi1.7Pb0.3Sr2Ca0.75Y0.25Cu1.94Zn0.06O8,8,60.6
Bi1.7Pb0.3Sr2Ca0.8Y0.2Cu1.94Zn0.06O8,8,54.4
Bi1.7Pb0.3Sr2Ca0.5Y0.5Cu2O8,7,41.3
Bi1.7Pb0.3Sr2Ca0.6Y0.4Cu2O8,7,63.5
Bi1.7Pb0.3Sr2Ca0.8Y0.2Cu2O8,7,69.7
La2.5Gd0.5Ca1Ba3Cu7O16.539,6,80.0
La2.3Gd0.7Ca1Ba2.8Sr0.2Cu6.86In0.14O16.536,8,72.0
La2.1Gd0.9Ca1Ba2.6Sr0.4Cu6.72In0.28O16.54,8,65.0
La1.9Gd1.1Ca1Ba2.4Sr0.6Cu6.58In0.42O16.554,8,58.0
La1.7Gd1.3Ca1Ba2.2Sr0.8Cu6.44In0.56O16.6,8,30.0
La1.3Gd1.5Ca1.2Ba2Sr1Cu6.3In0.7O,8,56.0
La1.1Gd1.5Ca1.4Ba2Sr1Cu6.3In0.7O,8,63.0
La0.9Ga1.5Ca1.6Ba2Sr1Cu6.3In0.7O,8,68.0
Sr0.9La0.1Cu0.99Zn0.01O2,5,42.0
Sr0.9La0.1Cu0.97Zn0.03O2,5,38.0
Sr0.9La0.1Cu0.99Ni0.01O2,5,30.0
La1.48Nd0.4Sr0.12Cu1O4,5,8.0
Hg0.85Mo0.15Sr2Cu1O4,5,56.0
Gd1Sr2Ru1Cu2O8,5,16.45
Gd1Sr2Ru0.95Cu2.05O8,5,26.05
Gd1Sr2Ru0.9Cu2.1O8,5,37.75
Gd1Sr2Ru0.8Cu2.2O8,5,28.4
Y1Ba1.96Sr0.04Cu3O7,5,90.0
Y1Ba1.9Sr0.1Cu3O7,5,88.0
Y1Ba1.8Sr0.2Cu3O7,5,85.0
Y1Ba1.6Sr0.4Cu3O7,5,83.0
Y1Ba1.2Sr0.8Cu3O7,5,80.0
Y1Ba0.8Sr1.2Cu3O7,5,78.0
Y1Ba2Cu2.961Co0.039O7,5,93.0
Bi2Sr2Cu1O6.09,4,10.0
Bi2Sr2Cu1O6.13,4,16.0
Bi2Sr2Cu1O6.14,4,14.0
Bi2Sr2Cu1O6.16,4,10.0
Bi2Sr2Cu1O6.175,4,7.0
Bi2Sr2Cu1O6.18,4,3.0
Bi2Sr2Ca1Cu2O8,5,65.0
Bi2Sr2Ca1Cu2O8,5,87.3
Eu1.6Ce0.4Sr2Ru1Cu2O10,6,32.0
Eu1.5Ce0.5Sr2Ru1Cu2O10,6,34.0
Eu1.4Ce0.6Sr2Ru1Cu2O10,6,35.0
Eu1.3Ce0.7Sr2Ru1Cu2O10,6,33.0
Eu1.2Ce0.8Sr2Ru1Cu2O10,6,30.0
Nd1.5Ce0.5Sr2Nb1Cu2O10,6,28.0
Nd1.5Ce0.5Sr2Ta1Cu2O10,6,25.0
Y2Ba4Cu7O14.03,4,4.3
Y2Ba4Cu7O14.19,4,13.9
Y2Ba4Cu7O14.33,4,22.0
Y2Ba4Cu7O14.46,4,32.1
Y2Ba4Cu7O14.6,4,41.2
Y2Ba4Cu7O14.81,4,54.1
Y2Ba4Cu7O14.95,4,67.0
Y2Ba4Cu7O15,4,72.2
Cd2Re2O7,3,0.98
Sr2Ru1O4,3,0.43
Sr2Ru1O4,3,0.68
Sr2Ru1O4,3,1.1
Sr2Ru1O4,3,1.17
Sr2Ru1O4,3,0.79
Sr2Ru1O4,3,1.08
Sr2Ru1O4,3,1.14
Bi2Sr2Ca1Cu2O8,5,56.0
Sr4Ca10Cu24O41,4,4.0
Sr2Ca12Cu24O41,4,5.5
Hg1.75Pb0.25Ba2Y0.7Ca0.3Cu2O8,7,70.0
Ru0.6Sr2Eu1Cu2.4O8,5,70.0
Cd2Re2O7,3,1.4
Hg0.7Cr0.3Sr2Cu1O4,5,68.0
Hg0.7Cr0.3Sr2Cu0.99Zn0.01O4,6,63.0
Hg0.7Cr0.3Sr2Cu0.98Zn0.02O4,6,60.0
Hg0.7Cr0.3Sr2Cu0.97Zn0.03O4,6,57.0
Hg0.7Cr0.3Sr2Cu0.96Zn0.04O4,6,54.0
Hg0.7Cr0.3Sr2Cu0.95Zn0.05O4,6,51.0
Hg0.7Cr0.3Sr2Cu0.99Ni0.01O4,6,59.0
Hg0.7Cr0.3Sr2Cu0.98Ni0.02O4,6,53.0
Hg0.7Cr0.3Sr2Cu0.97Ni0.03O4,6,48.0
Hg0.7Cr0.3Sr2Cu0.96Ni0.04O4,6,43.0
Hg0.7Cr0.3Sr2Cu0.95Ni0.05O4,6,39.0
Hg0.7Cr0.3Sr2Cu0.925Ni0.075O4,6,28.0
Hg0.7Cr0.3Sr2Cu0.9Ni0.1O4,6,18.0
Hg0.7Cr0.3Sr2Cu0.99Co0.01O4,6,58.0
Hg0.7Cr0.3Sr2Cu0.98Co0.02O4,6,52.0
Hg0.7Cr0.3Sr2Cu0.97Co0.03O4,6,46.0
Hg0.7Cr0.3Sr2Cu0.96Co0.04O4,6,42.0
Hg0.7Cr0.3Sr2Cu0.95Co0.05O4,6,35.0
Na0.33V2O5,3,8.0
Tl1Sr2Ca0.8Y0.2Cu2O7,6,52.75
Tl1Sr2Ca0.6Y0.4Cu2O7,6,68.0
Tl1Sr2Ca0.4Y0.6Cu2O7,6,35.0
Hg0.82Re0.18Ba2Ca2Cu3O8,6,131.5
Hg0.82Re0.18Ba2Ca2Cu3O8,6,132.0
Nd1Ba2Cu3O7,4,91.5
Nd0.95Ca0.025Pr0.025Ba2Cu3O7,6,86.1
Nd0.9Ca0.05Pr0.05Ba2Cu3O7,6,81.4
Nd0.8Ca0.1Pr0.1Ba2Cu3O7,6,70.8
Nd1Ba2Cu3O7,4,93.6
La1.88Sr0.12Cu1O4,4,27.0
La1.84Y0.04Sr0.12Cu1O4,5,17.0
La1.94Sr0.06Cu1O4,4,2.8
La1.8Sr0.2Cu1O4,4,22.3
La1.75Sr0.25Cu1O4,4,16.5
Y1Sr2Cu3O7.2,4,64.0
Y1Sr2Cu3O6.92,4,68.0
Ru1Gd1.4Ce0.6Sr2Cu2O10,6,36.0
Y1Ba2Cu3O6.45,4,20.0
Y1Ba2Cu3O6.5,4,35.5
Y1Ba2Cu3O6.65,4,56.3
Y1Ba2Cu3O6.7,4,59.1
Y1Ba2Cu3O6.75,4,62.1
Y1Ba2Cu3O6.8,4,69.2
Y1Ba2Cu3O6.85,4,83.2
Y0.98Pr0.02Ba2Cu3O7,5,92.2
Y0.96Pr0.04Ba2Cu3O7,5,92.0
Y0.94Pr0.06Ba2Cu3O7,5,91.5
Y0.92Pr0.08Ba2Cu3O7,5,90.5
Y0.9Pr0.1Ba2Cu3O7,5,89.2
Y0.85Pr0.15Ba2Cu3O7,5,84.5
Y0.8Pr0.2Ba2Cu3O7,5,79.5
Y0.75Pr0.25Ba2Cu3O7,5,72.0
Bi2Sr2Ca1Cu1.9Mn0.1O8,6,66.0
Bi2Sr2Ca1Cu1.8Mn0.2O8,6,53.0
Bi2Sr2Ca1Cu1.7Mn0.3O8,6,40.0
Sr0.9La0.1Cu1O2,4,42.7
La1.81Ho0.04Sr0.15Cu1O4,5,32.0
Ru1Sr2Gd1Cu2O8,5,42.4
Ba0.635K0.365Bi1O3,4,30.4
Ba0.557K0.443Bi1O3,4,25.0
Ba0.445K0.555Bi1O3,4,14.0
Ba0.34K0.66Bi1O3,4,7.0
K0.915Bi1.085O3,3,9.0
Ba0.33K0.67Bi1O3,4,0.77
Ba0.35K0.65Bi1O3,4,1.88
Ba0.4K0.6Bi1O3,4,7.2
Ba0.45K0.55Bi1O3,4,12.7
Ba0.5K0.5Bi1O3,4,18.6
Ba0.644K0.356Bi1O3,4,29.0
Ba0.613K0.387Bi1O3,4,30.7
Ba0.584K0.416Bi1O3,4,28.8
Ba0.553K0.447Bi1O3,4,25.5
Ba0.542K0.458Bi1O3,4,23.1
Ba0.595K0.405Bi1O3,4,31.2
Ba0.665K0.335Bi1O2.985,4,27.3
Ba0.66K0.34Bi1O3,4,26.2
Ba0.63K0.37Bi1O3,4,28.3
Ba0.6K0.4Bi1O2.977,4,29.0
Ba0.57K0.43Bi1O2.983,4,25.6
Ba0.51K0.49Bi1O2.974,4,22.2
Ba0.46K0.56Bi1O2.965,4,14.8
Ba0.37K0.63Bi1O2.952,4,8.71
Ru1Sr2Nd1.4Ce0.6Cu2O10,6,40.0
Hg0.85Re0.15Ba2Ca2Cu3O8,6,132.9
Hg0.85Re0.15Ba1.66Sr0.34Ca2Cu3O8,7,131.3
Hg0.85Re0.15Ba1.6Sr0.4Ca2Cu3O8,7,130.3
Hg0.85Re0.15Ba1.44Sr0.56Ca2Cu3O8,7,128.7
Bi2.2Sr1.72La0.08Ca1Cu2O8,6,60.5
Bi2.2Sr1.72La0.08Ca1Cu2O8,6,69.1
Bi2.2Sr1.72La0.08Ca1Cu2O8,6,78.2
Bi2.2Sr1.72La0.08Ca1Cu2O8,6,83.1
Bi2.2Sr1.72La0.08Ca1Cu2O8,6,84.7
Bi2.2Sr1.72La0.08Ca1Cu2O8,6,84.1
Bi2.2Sr1.72La0.08Ca1Cu2O8,6,82.5
Ru0.99Sb0.01Sr2Gd1.4Ce0.6Cu2O10,7,39.1
Ru0.98Sb0.02Sr2Gd1.4Ce0.6Cu2O10,7,33.0
Ru0.95Sb0.05Sr2Gd1.4Ce0.6Cu2O10,7,29.0
Ru0.93Sb0.07Sr2Gd1.4Ce0.6Cu2O10,7,17.0
Bi1.7Pb0.3Ag0.1Sr2Ca2Cu3O,7,105.0
Bi1.7Pb0.3Ag0.2Sr2Ca2Cu3O,7,97.0
Bi1.7Pb0.3Ag0.3Sr2Ca2Cu3O,7,96.0
Bi1.7Pb0.3Ag0.4Sr2Ca2Cu3O,7,106.0
Bi2Sr2Ca1Cu2O8,5,74.0
Bi1.7Pb0.3Sr2Ca1Cu2O8,6,80.0
Bi1.7Pb0.3Sr2Ca2Cu3O10,6,108.0
Bi1.7Pb0.3Sr2Ca1Cu2O8,6,81.0
La1.85Sr0.15Cu1O4,4,37.9
La1.85Sr0.15Cu0.995V0.005O4,5,36.9
La1.85Sr0.15Cu0.9875V0.0125O4,5,35.9
La1.85Sr0.15Cu0.9825V0.0175O4,5,35.0
La1.85Sr0.15Cu0.98V0.02O4,5,30.9
La1.85Sr0.15Cu0.975V0.025O4,5,29.9
La1.85Sr0.15Cu0.95V0.05O4,5,28.0
La1.85Sr0.15Cu0.925V0.075O4,5,23.9
La1.85Sr0.15Cu0.9V0.1O4,5,15.0
La1.85Sr0.15Cu0.875V0.125O4,5,9.11
Tl0.5Pb0.5Ba1.6Sr0.4Ca2Cu3O,7,120.2
La1.7Sr0.3Cu1O3.997,4,10.2
Y1Ba2Cu3O6.957,4,91.0
Sm1Ba2Cu3O6.858,4,90.0
Gd1Ba2Cu3O6.758,4,92.0
Dy1Ba2Cu3O6.879,4,86.0
Tm1Ba2Cu3O6.71,4,78.0
Nd1.86Ce0.14Cu1O4,4,22.9
Nd1.85Ce0.15Cu1O4,4,24.3
Nd1.84Ce0.16Cu1O4,4,22.6
Nd1.83Ce0.17Cu1O4,4,15.7
Pr0.91La1Ce0.09Cu1O4,5,25.2
Pr0.89La1Ce0.11Cu1O4,5,24.6
Pr0.85La1Ce0.15Cu1O4,5,24.0
Pr0.83La1Ce0.17Cu1O4,5,19.8
Pr0.82La1Ce0.18Cu1O4,5,16.2
Pr0.8La1Ce0.2Cu1O4,5,15.6
Ba0.61K0.39Bi1O3,4,31.5
Y0.8Pr0.2Ba2Cu4O8,5,62.0
Y0.8Pr0.2Ba2Cu3.975Fe0.025O8,6,46.0
Y0.8Pr0.2Ba2Cu3.95Fe0.05O8,6,33.0
Y0.8Pr0.2Ba2Cu3.925Fe0.075O8,6,10.0
Ba0.6K0.4O3,3,30.8
Sr0.6Ca0.2Cu1O2,4,26.5
La1.937Sr0.063Cu1O4,4,11.7
La1.93Sr0.07Cu1O4,4,15.4
La1.91Sr0.09Cu1O4,4,27.3
La1.9Sr0.1Cu1O4,4,29.2
La1.889Sr0.111Cu1O4,4,29.2
Na0.35Co1H2.6O3.3,4,5.0
Pr1.85Ce0.15Cu1O4,4,22.0
Ru1Sr2Eu1Cu2O8,5,11.0
Ru0.9Sn0.1Sr2Eu1Cu2O8,6,16.0
Ru0.7Sn0.3Sr2Eu1Cu2O8,6,20.0
Bi2Sr2Ca1Cu2O8,5,93.1
Bi2Sr2.08Ca0.92Cu2O8,5,95.3
Bi2Sr2.2Ca0.8Cu2O8,5,89.9
Bi2Sr2.4Ca0.6Cu2O8,5,94.2
Bi2Sr2.65Ca0.35Cu2O8,5,93.6
Bi2Sr3Cu2O8,4,91.5
La0.2Pr0.3Ca0.5Ba2Cu3O7,6,100.0
Pr0.5Ca0.5Ba2Cu3O7,5,105.0
Nd0.2Pr0.3Ca0.5Ba2Cu3O7,6,100.0
Sm0.2Pr0.3Ca0.5Ba2Cu3O7,6,98.0
Eu0.2Pr0.3Ca0.5Ba2Cu3O7,6,96.0
Gd0.2Pr0.3Ca0.5Ba2Cu3O7,6,96.0
Y0.2Pr0.3Ca0.5Ba2Cu3O7,6,105.0
Ru1Sr2Gd1Cu2O8,5,40.75
Bi0.8Pb0.1S0.1Sr2Ca0.7Nd0.3Cu2O6.95,8,75.0
Bi0.6Pb0.2S0.2Sr2Ca0.7Nd0.3Cu2O6.95,8,80.0
Bi0.5Pb0.25S0.25Sr2Ca0.7Nd0.3Cu2O6.97,8,75.0
Bi0.2Pb0.4S0.4Sr2Ca0.7Nd0.3Cu2O6.99,8,78.0
La1.75Pr0.1Sr0.15Cu1O4,5,37.4
La1.35Pr0.5Sr0.15Cu1O4,5,34.3
La0.85Pr1Sr0.15Cu1O4,5,32.6
La0.65Pr1.2Sr0.15Cu1O4,5,31.4
La0.55Pr1.3Sr0.15Cu1O4,5,29.6
La1.85Sr0.15Cu0.99Fe0.01O4,5,33.0
La1.84Sr0.16Cu0.99Fe0.01O4,5,35.0
La1.83Sr0.17Cu0.98Fe0.02O4,5,31.0
La1.82Sr0.18Cu0.97Fe0.03O4,5,29.0
Sr11Ca10Cu24O41,4,3.0
Sr11Ca12Cu24O41,4,5.0
Sr2Ca12Cu24O41,4,4.8
Y0.7Pr0.3Ba2Cu3O6.942,5,60.6
Y0.6Pr0.4Ba2Cu3O6.929,5,45.3
Y0.9Pr0.05Ca0.05Ba2Cu3O7,6,86.2
Y0.8Pr0.1Ca0.1Ba2Cu3O7,6,83.0
Y0.7Pr0.15Ca0.15Ba2Cu3O7,6,75.8
Y0.98Ca0.02Ba2Cu3O7,5,90.5
Y0.95Ca0.05Ba2Cu3O7,5,88.6
Y0.92Ca0.08Ba2Cu3O7,5,87.0
Y0.95Pr0.05Ba2Cu3O7,5,91.8
Y0.93Pr0.05Ca0.02Ba2Cu3O7,6,89.4
Y0.91Pr0.05Ca0.04Ba2Cu3O7,6,87.3
Y0.89Pr0.05Ca0.06Ba2Cu3O7,6,85.9
Y0.9Pr0.1Ba2Cu3O7,5,88.8
Y0.88Pr0.1Ca0.02Ba2Cu3O7,6,87.0
Y0.86Pr0.1Ca0.04Ba2Cu3O7,6,85.5
Y0.84Pr0.1Ca0.06Ba2Cu3O7,6,84.6
Y0.82Pr0.1Ca0.08Ba2Cu3O7,6,83.4
Bi1.6Pb0.4Sr1.6La0.4Cu1O,6,34.8
Bi1.6Pb0.4Sr1.6La0.4Cu0.99Mn0.01O,7,30.9
Bi1.6Pb0.4Sr1.6La0.4Cu0.98Mn0.02O,7,26.1
Bi1.6Pb0.4Sr1.6La0.4Cu0.97Mn0.03O,7,20.1
La1.84Sr0.16Cu0.99Mn0.01O4,5,30.4
La1.83Sr0.17Cu0.98Mn0.02O4,5,18.1
Tl2Ba2Ca1Cu2O8,5,108.0
Tl2Ba2Ca1Cu1.96Co0.04O8,6,101.3
Tl2Ba2Ca1Cu1.92Co0.08O8,6,94.2
Tl2Ba2Ca1Cu1.88Co0.12O8,6,88.5
Tl2Ba2Ca0.95Y0.05Cu2O8,6,106.5
Tl2Ba2Ca0.95Y0.05Cu1.96Co0.04O8,7,102.4
Tl2Ba2Ca0.95Y0.05Cu1.92Co0.08O8,7,92.6
Tl2Ba2Ca0.95Y0.05Cu1.88Co0.12O8,7,85.5
Tl2Ba2Ca0.9Y0.1Cu2O8,6,105.8
Tl2Ba2Ca0.9Y0.1Cu1.96Co0.04O8,7,97.9
Tl2Ba2Ca0.9Y0.1Cu1.92Co0.08O8,7,88.5
Tl2Ba2Ca0.9Y0.1Cu1.88Co0.12O8,7,78.0
Tl2Ba2Ca0.85Y0.15Cu2O8,6,102.8
Tl2Ba2Ca0.85Y0.15Cu1.96Co0.04O8,7,86.7
Tl2Ba2Ca0.85Y0.15Cu1.92Co0.08O8,7,76.2
Tl2Ba2Ca0.85Y0.15Cu1.88Co0.12O8,7,61.6
Tl2Ba2Ca0.8Y0.2Cu2O8,6,77.7
Tl2Ba2Ca0.8Y0.2Cu1.96Co0.04O8,7,66.8
Tl2Ba2Ca0.8Y0.2Cu1.92Co0.08O8,7,60.1
Tl2Ba2Ca0.8Y0.2Cu1.88Co0.12O8,7,45.1
Tl2Ba2Ca0.75Y0.25Cu2O8,6,54.8
Tl2Ba2Ca0.75Y0.25Cu1.96Co0.04O8,7,39.9
Tl2Ba2Ca0.75Y0.25Cu1.92Co0.08O8,7,29.7
Tl2Ba2Ca0.75Y0.25Cu1.88Co0.12O8,7,19.3
Tl2Ba2Ca0.7Y0.3Cu2O8,6,31.6
Tl2Ba2Ca0.7Y0.3Cu1.96Co0.04O8,7,21.5
Na0.31Co1H2.6O3.3,4,4.3
Y1Ba2Cu2.75Al0.25O7,5,80.8
Y0.9Eu0.13Ba1.97Cu2.87Al0.29O7,6,72.6
Y0.88Eu0.17Ba1.95Cu2.82Al0.32O7,6,67.5
Y0.74Eu0.35Ba1.91Cu2.81Al0.3O7,6,59.9
Y0.68Eu0.39Ba1.93Cu2.73Al0.32O7,6,47.5
Y0.52Eu0.58Ba1.9Cu2.69Al0.42O7,6,42.4
Bi2Sr2Ca0.9Er0.1Cu2O8,6,87.0
Bi2Sr2Ca0.9Pr0.1Cu2O8,6,86.0
Bi2Sr2Ca0.75Pr0.25Cu2O8,6,88.0
Bi2Sr2Ca0.57Pr0.43Cu2O8,6,48.0
Ru0.9Sr2Y1Cu2.1O7.9,5,30.0
La0.68Eu0.2Sr0.12Cu1O4,5,5.0
Y1Ba2.98La0.02Cu3O7,5,94.0
Y1Ba2.95La0.05Cu3O7,5,94.5
Y1Ba2.92La0.08Cu3O7,5,94.2
Y1Ba2.88La0.12Cu3O7,5,93.3
Y1Ba2.85La0.15Cu3O7,5,89.9
Y1Ba2.98Pr0.02Cu3O7,5,93.3
Y1Ba2.95Pr0.05Cu3O7,5,92.7
Y1Ba2.92Pr0.08Cu3O7,5,91.2
Y1Ba2.88Pr0.12Cu3O7,5,88.2
Y1Ba2.85Pr0.15Cu3O7,5,83.6
Y1Ba2.95Nd0.05Cu3O7,5,93.7
Y1Ba2.92Nd0.08Cu3O7,5,93.5
Y1Ba2.88Nd0.12Cu3O7,5,93.2
Y1Ba2.85Nd0.15Cu3O7,5,93.2
Yb0.98Pr0.02Ba2Cu3O7,5,91.3
Yb0.96Pr0.04Ba2Cu3O7,5,91.6
Yb0.94Pr0.06Ba2Cu3O7,5,91.5
Yb0.92Pr0.08Ba2Cu3O7,5,91.2
Yb0.9Pr0.1Ba2Cu3O7,5,89.9
Yb0.85Pr0.15Ba2Cu3O7,5,87.5
Yb0.8Pr0.2Ba2Cu3O7,5,82.9
Yb0.75Pr0.25Ba2Cu3O7,5,76.1
Yb0.7Pr0.3Ba2Cu3O7,5,68.0
Li0.34Rb1Ca2Nb3O10,5,3.5
Li0.46Rb1Ca2Nb3O10,5,3.51
Li0.62Rb1Ca2Nb3O10,5,2.7
Li0.46Cs1Ca2Nb3O10,5,5.29
Li0.34Rb1Sr2Nb3O10,5,6.01
Li0.34K1Ca2Nb3O10,5,5.42
Ru1Sr2Sm1Cu2O8,5,12.0
Ru1Sr2Eu1Cu2O8,5,17.0
Ba0.445K0.555Bi1O3,4,17.0
Ba0.19K0.81Bi1O3,4,8.4
K1Bi1O3,3,9.0
Ba0.6Rb0.4Bi1O3,4,29.0
Ru1Sr2Gd1Cu2O8,5,38.0
Ru1Sr2Gd0.91Nd0.09Cu2O8,6,23.5
Ru1Sr2Gd0.82Nd0.18Cu2O8,6,21.0
Pb0.5Eu1.75Sr1.75Ce0.5Cu2.5O,6,17.5
Tl0.5Pb0.5Sr2Eu1.8Ce0.2Cu2O9,7,40.0
Pb0.5Sr1.75Nd0.25Eu1.5Ce0.5Cu2.5O9,7,32.0
Pb0.5Cd0.5Sr1.8Eu1.6Ce0.6Cu2O9,7,39.0
Pb0.5Cd0.5Sr1.8Eu1.6Ce0.6Cu2O9,7,15.5
Pb0.5Sr1.45Gd1.95La0.6Cu2.5O,6,20.0
La1.52Nd0.4Sr0.08Cu1O4,5,9.34
La1.5Nd0.4Sr0.1Cu1O4,5,9.1
La1.48Nd0.4Sr0.12Cu1O4,5,6.06
La1.45Nd0.4Sr0.15Cu1O4,5,13.6
La1.42Nd0.4Sr0.18Cu1O4,5,17.2
La1.4Nd0.4Sr0.2Cu1O4,5,17.7
La1.35Nd0.4Sr0.25Cu1O4,5,8.33
Hg0.65V0.35Sr2.4Nd0.6Cu2O6,6,67.0
Hg0.65V0.35Sr2.5Nd0.5Cu2O6,6,82.0
Hg0.6V0.4Sr2.47Nd0.53Cu2O6,6,67.0
La1.5Nd0.5Ca1Ba2Cu5O11.583,6,79.0
La1.5Nd0.5Ca1Ba2Cu4.95Mo0.05O11.345,7,76.0
La1.5Nd0.5Ca1Ba2Cu4.85Mo0.15O11.322,7,70.0
La1.5Nd0.5Ca1Ba2Cu4.75Mo0.25O11.143,7,70.0
La1.5Nd0.5Ca1Ba2Cu4.5Mo0.5O11.119,7,50.0
Hg1Ba2Ca1Cu2O6,5,121.0
Hg0.8Tl0.2Ba2Ca1Cu2O6,6,124.0
La1.8Nd0.2Cu1O4.025,4,15.9
La1.8Nd0.2Cu1O4.04,4,26.3
La1.8Nd0.2Cu1O4.059,4,26.7
La1.8Nd0.2Cu1O4.07,4,35.3
La1.8Nd0.2Cu1O4.071,4,34.8
La1.8Nd0.2Cu1O4.086,4,35.9
La1.8Nd0.2Cu1O4.093,4,25.6
La1.8Nd0.2Cu0.99Zn0.01O4.086,5,35.6
La1.95Bi0.05Cu1O4.075,4,25.7
La1.95Bi0.05Cu0.99Zn0.01O4.093,5,22.7
La1.81Sr0.19Cu0.98Mn0.02O4,5,37.0
La1.77Sr0.23Cu0.96Mn0.04O4,5,37.0
La1.73Sr0.27Cu0.94Mn0.06O4,5,37.0
Tl0.54Pb0.5Sr1.7Ba0.3Ca2Cu3O,7,120.6
Tl0.54Pb0.49Te0.01Sr1.7Ba0.3Ca2Cu3O,8,120.6
Tl0.54Pb0.45Te0.05Sr1.7Ba0.3Ca2Cu3O,8,120.2
Tl0.54Pb0.4Te0.1Sr1.7Ba0.3Ca2Cu3O,8,119.0
Bi2Sr2Ca1Cu2O8,5,57.0
Bi2Sr2Ca1Cu2O8,5,74.3
Bi2Sr2Ca1Cu2O8,5,92.2
Y0.99La0.01Ba2Cu3O7.07,5,91.0
Y0.9La0.1Ba2Cu3O6.97,5,91.0
Y0.8La0.2Ba2Cu3O6.9,5,84.0
Y0.7La0.3Ba2Cu3O6.92,5,83.0
Y0.6La0.4Ba2Cu3O6.92,5,85.0
Y0.5La0.5Ba2Cu3O7.01,5,86.0
Y0.4La0.6Ba2Cu3O6.99,5,85.0
Y0.3La0.7Ba2Cu3O6.98,5,82.0
Y0.2La0.8Ba2Cu3O7,5,81.0
Y0.1La0.9Ba2Cu3O7.05,5,79.0
La1Ba2Cu3O6.95,4,74.0
Mo1Sr2Sm1.5Ce1Cu2O10,6,18.0
Mo1Sr2Eu1.5Ce1Cu2O10,6,23.0
Ru1Sr2Gd1Cu2O8,5,36.7
Ru0.6Sn0.4Sr2Gd1Cu2O8,6,18.05
Ru0.8Sn0.2Sr2Gd1Cu2O8,6,38.2
Ru0.925Sn0.075Sr2Gd1Cu2O8,6,37.8
Ru0.975Sn0.025Sr2Gd1Cu2O8,6,36.9
Ru0.9Nb0.1Sr2Gd1Cu2O8,6,11.65
Ru1Sr2Eu1Cu2O8,5,30.0
Ru1Sr2Gd0.6Dy0.4Cu2O8,6,43.25
Ru1Sr2Gd0.9Y0.1Cu2O8,6,32.2
Ru1Sr2Gd1Cu1.9Li0.1O8,6,19.0
Pr1.87Ce0.13Cu1O4,4,10.0
Pr1.86Ce0.14Cu1O4,4,21.0
Pr1.83Ce0.17Cu1O4,4,13.0
Pr1.8Ce0.2Cu1O4,4,6.0
La1.48Nd0.4Sr0.12Cu1O4,5,11.0
La1.45Nd0.4Sr0.15Cu1O4,5,15.0
Gd1Ba2Cu3O6.99,4,90.9
Gd1Ba1.95Pr0.05Cu3O7.03,5,86.8
Gd1Ba1.9Pr0.1Cu3O7.03,5,63.3
Gd1Ba1.85Pr0.15Cu3O7.09,5,55.8
Gd1Ba1.8Pr0.2Cu3O7.01,5,44.5
Gd1Ba1.75Pr0.25Cu3O7.06,5,39.2
Gd1Ba1.7Pr0.3Cu3O7.06,5,22.9
Gd1Ba1.65Pr0.35Cu3O6.97,5,10.0
Nd1.85Ce0.15Cu1O4.014,4,25.0
Nd1.85Ce0.15Cu1O4.026,4,21.1
Nd1.85Ce0.15Cu1O4.028,4,21.1
Nd1.85Ce0.15Cu1O4.034,4,18.1
Nd1.85Ce0.15Cu1O4.037,4,9.1
La1.8Nd0.2Cu1O4.0641,4,25.1
