Environment,Material Group,Material Family,Material,Rate (mm/yr) or Rating,Rate (mils/yr) or Rating,Localized Attack,UNS,Condition/Comment,Concentration (Vol %),Temperature (deg C),Temperature (deg F),Duration,Reference #,Reference,rate_mm_yr_numeric,rate_letter_grade
Paraffin,Stainless steels,Duplex,329,A (Resistant),A (Resistant),,S32900,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Paraffin,Stainless steels,Duplex,329,A (Resistant),A (Resistant),,S32900,,,Molten,Molten,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Paraffin,Stainless steels,Duplex,F51,A (Resistant),A (Resistant),,S31803,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Paraffin,Stainless steels,Duplex,F51,A (Resistant),A (Resistant),,S31803,,,Molten,Molten,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Paraffin,Stainless steels,Ferritic,405,A (Resistant),A (Resistant),,S40500,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Paraffin,Stainless steels,Ferritic,405,A (Resistant),A (Resistant),,S40500,,,Molten,Molten,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Paraffin,Stainless steels,Ferritic,409,A (Resistant),A (Resistant),,S40900,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Paraffin,Stainless steels,Ferritic,409,A (Resistant),A (Resistant),,S40900,,,Molten,Molten,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Paraffin,Stainless steels,Ferritic,430,A (Resistant),A (Resistant),,S43000,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Paraffin,Stainless steels,Ferritic,430,A (Resistant),A (Resistant),,S43000,,,Molten,Molten,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Paraffin,Stainless steels,Ferritic,434,A (Resistant),A (Resistant),,S43400,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Paraffin,Stainless steels,Ferritic,434,A (Resistant),A (Resistant),,S43400,,,Molten,Molten,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Paraffin,Stainless steels,Martensitic,403,A (Resistant),A (Resistant),,S40300,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Paraffin,Stainless steels,Martensitic,403,A (Resistant),A (Resistant),,S40300,,,Molten,Molten,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Paraffin,Stainless steels,Martensitic,410,A (Resistant),A (Resistant),,S41000,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Paraffin,Stainless steels,Martensitic,410,A (Resistant),A (Resistant),,S41000,,,Molten,Molten,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Paraffin,Stainless steels,Martensitic,416,A (Resistant),A (Resistant),,S41600,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Paraffin,Stainless steels,Martensitic,416,A (Resistant),A (Resistant),,S41600,,,Molten,Molten,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Paraffin,Stainless steels,Martensitic,420,A (Resistant),A (Resistant),,S42000,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Paraffin,Stainless steels,Martensitic,420,A (Resistant),A (Resistant),,S42000,,,Molten,Molten,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Perchloric Acid,Miscellaneous,Tin and alloys,Tin,D (Poor),D (Poor),,,,,20,68,,94.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 287-290",,D
Perchloric Acid,Miscellaneous,Tin and alloys,Tin,D (Poor),D (Poor),,,,,60,140,,94.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 287-290",,D
Perchloric Acid,Miscellaneous,Tin and alloys,Tin,D (Poor),D (Poor),,,,,100,212,,94.0,"H. Leidheiser, Jr., The Corrosion of Copper, Tin and Their Alloys, John Wiley & Sons, New York, 1971, p 287-290",,D
Perchloric Acid,Refractory metals and alloys,Zirconium and alloys,Zr702,0.05 max,2 max,,R60702,,70,100,212,,15.0,"Metals Handbook, Ninth Edition, Vol 13, Corrosion, ASM International, Metals Park, OH, 1987, p 711-715",0.05,
Petroleum Naphtha,Stainless steels,Austenitic,301,A (Resistant),A (Resistant),,S30100,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Austenitic,302,A (Resistant),A (Resistant),,S30200,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Austenitic,303,A (Resistant),A (Resistant),,S30300,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Austenitic,303,A (Resistant),A (Resistant),,S30300,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Austenitic,304,A (Resistant),A (Resistant),,S30400,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Austenitic,316,A (Resistant),A (Resistant),,S31600,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Austenitic,321,A (Resistant),A (Resistant),,S32100,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Austenitic,347,A (Resistant),A (Resistant),,S34700,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Austenitic,304L,A (Resistant),A (Resistant),,S30403,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Austenitic,304LN,A (Resistant),A (Resistant),,S30453,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Austenitic,316F,A (Resistant),A (Resistant),,S31620,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Austenitic,316L,A (Resistant),A (Resistant),,S31603,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Austenitic,316LN,A (Resistant),A (Resistant),,S31653,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Austenitic,316Ti,A (Resistant),A (Resistant),,S31635,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Austenitic,317L,A (Resistant),A (Resistant),,S31703,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Austenitic,317LN,A (Resistant),A (Resistant),,S31725,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Duplex,329,A (Resistant),A (Resistant),,S32900,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Duplex,F51,A (Resistant),A (Resistant),,S31803,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Ferritic,405,A (Resistant),A (Resistant),,S40500,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Ferritic,409,A (Resistant),A (Resistant),,S40900,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Ferritic,430,A (Resistant),A (Resistant),,S43000,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Ferritic,434,A (Resistant),A (Resistant),,S43400,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Martensitic,403,A (Resistant),A (Resistant),,S40300,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Martensitic,410,A (Resistant),A (Resistant),,S41000,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Martensitic,416,A (Resistant),A (Resistant),,S41600,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Naphtha,Stainless steels,Martensitic,420,A (Resistant),A (Resistant),,S42000,,,,,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Aluminum and alloys,99.0% min Al,Aluminum (99.0-99.5%),A (Resistant),A (Resistant),,A91199,,,,,,92.0,"F. King, Aluminum and Its Alloys, Ellis Horwood, Chichester, England, 1987, p 282-291",,A
Petroleum Oils,Aluminum and alloys,99.0% min Al,Aluminum (99.0-99.5%),A (Resistant),A (Resistant),,A91199,Oils,,250 max,482 max,,92.0,"F. King, Aluminum and Its Alloys, Ellis Horwood, Chichester, England, 1987, p 282-291",,A
Petroleum Oils,Aluminum and alloys,99.0% min Al,Aluminum (99.0-99.5%),A (Resistant),A (Resistant),,A91199,Crude oil,,250-500,482-932,,92.0,"F. King, Aluminum and Its Alloys, Ellis Horwood, Chichester, England, 1987, p 282-291",,A
Petroleum Oils,Aluminum and alloys,Aluminum-copper,Al 2014,0.008,0.33,,,As cast Used SAE 30 oil,100,Room,Room,56 d,209.0,"M. Saxena, B.K. Prasad, T.K. Dan, Corrosion Characteristics of Aluminium Alloy Graphite Particulate Composite in Various Environments, J. Materials Science, 27, Chapman & Hall Ltd., UK, 1992, p 4805-4812",0.008,
Petroleum Oils,Aluminum and alloys,Aluminum-copper,Al 2014,0.005,0.18,,,As cast Fresh SAE 30 oil,100,Room,Room,56 d,209.0,"M. Saxena, B.K. Prasad, T.K. Dan, Corrosion Characteristics of Aluminium Alloy Graphite Particulate Composite in Various Environments, J. Materials Science, 27, Chapman & Hall Ltd., UK, 1992, p 4805-4812",0.005,
Petroleum Oils,Aluminum and alloys,Aluminum-copper,Al 2014,0.003,0.1,,,Heat treated Used SAE 30 oil,100,Room,Room,56 d,209.0,"M. Saxena, B.K. Prasad, T.K. Dan, Corrosion Characteristics of Aluminium Alloy Graphite Particulate Composite in Various Environments, J. Materials Science, 27, Chapman & Hall Ltd., UK, 1992, p 4805-4812",0.003,
Petroleum Oils,Aluminum and alloys,Aluminum-copper,Al 2014,0.003,0.11,,,Heat treated Fresh SAE 30 oil,100,Room,Room,56 d,209.0,"M. Saxena, B.K. Prasad, T.K. Dan, Corrosion Characteristics of Aluminium Alloy Graphite Particulate Composite in Various Environments, J. Materials Science, 27, Chapman & Hall Ltd., UK, 1992, p 4805-4812",0.003,
Petroleum Oils,Aluminum and alloys,Aluminum-copper,Al 2014,0.011,0.42,,,"Graphite composite, As cast Used SAE 30 oil",100,Room,Room,56 d,209.0,"M. Saxena, B.K. Prasad, T.K. Dan, Corrosion Characteristics of Aluminium Alloy Graphite Particulate Composite in Various Environments, J. Materials Science, 27, Chapman & Hall Ltd., UK, 1992, p 4805-4812",0.011,
Petroleum Oils,Aluminum and alloys,Aluminum-copper,Al 2014,0.008,0.31,,,"Graphite composite, As cast Fresh SAE 30 oil",100,Room,Room,56 d,209.0,"M. Saxena, B.K. Prasad, T.K. Dan, Corrosion Characteristics of Aluminium Alloy Graphite Particulate Composite in Various Environments, J. Materials Science, 27, Chapman & Hall Ltd., UK, 1992, p 4805-4812",0.008,
Petroleum Oils,Aluminum and alloys,Aluminum-copper,Al 2014,0.004,0.14,,,"Graphite composite, Heat treated Used SAE 30 oil",100,Room,Room,56 d,209.0,"M. Saxena, B.K. Prasad, T.K. Dan, Corrosion Characteristics of Aluminium Alloy Graphite Particulate Composite in Various Environments, J. Materials Science, 27, Chapman & Hall Ltd., UK, 1992, p 4805-4812",0.004,
Petroleum Oils,Aluminum and alloys,Aluminum-copper,Al 2014,0.003,0.13,,,"Graphite composite, Heat treated Fresh SAE 30 oil",100,Room,Room,56 d,209.0,"M. Saxena, B.K. Prasad, T.K. Dan, Corrosion Characteristics of Aluminium Alloy Graphite Particulate Composite in Various Environments, J. Materials Science, 27, Chapman & Hall Ltd., UK, 1992, p 4805-4812",0.003,
Phosphoric Acid,Stainless steels,Austenitic,304,0.046,1.8,,S30400,,50,50,122,,258.0,"Corrosion Handbook, Vol 3, Dieter Behrens, Ed., DECHEMA, Germany, 1988",0.046,
Petroleum Oils,Aluminum and alloys,Aluminum-manganese,Aluminum-manganese,A (Resistant),A (Resistant),,,Crude oil,,250-500,482-932,,92.0,"F. King, Aluminum and Its Alloys, Ellis Horwood, Chichester, England, 1987, p 282-291",,A
Petroleum Oils,Aluminum and alloys,Aluminum-manganese,Aluminum- manganese alloys,A (Resistant),A (Resistant),,,,,,,,92.0,"F. King, Aluminum and Its Alloys, Ellis Horwood, Chichester, England, 1987, p 282-291",,A
Petroleum Oils,Carbon and alloy steels,Carbon steel,API N80,0.3,,,,"Crude oil, 0.8 MPa CO2. Mixture conditioned with steel before test. Corrosion rate determined by coupon weight loss in hydrocarbon/water mixture",90,70,158,24 h,181.0,"R. Jasinski and K.D. Efird, Electrochemical Corrosion Probe for High Resistivity Hydrocarbon/Water Mixtures, Corrosion Engineering, Feb 1988, 658",0.3,
Petroleum Oils,Carbon and alloy steels,Carbon steel,API N80,0.28,,,,"Crude oil, 0.8 MPa CO2. Mixture conditioned with steel before test. Corrosion rate determined by electrochemical probe linear polarization in hydrocarbon/water mixture",90,70,158,24 h,181.0,"R. Jasinski and K.D. Efird, Electrochemical Corrosion Probe for High Resistivity Hydrocarbon/Water Mixtures, Corrosion Engineering, Feb 1988, 658",0.28,
Petroleum Oils,Carbon and alloy steels,Carbon steel,API N80,0.01,,,,"Crude oil, 5.2 MPa CO2. Mixture conditioned with steel before test. Corrosion rate determined by coupon weight loss in hydrocarbon/water mixture",90,85,186,24 h,181.0,"R. Jasinski and K.D. Efird, Electrochemical Corrosion Probe for High Resistivity Hydrocarbon/Water Mixtures, Corrosion Engineering, Feb 1988, 658",0.01,
Petroleum Oils,Carbon and alloy steels,Carbon steel,API N80,0.008,,,,"Crude oil, 5.2 MPa CO2. Mixture conditioned with steel before test. Corrosion rate determined by electrochemical probe linear polarization in hydrocarbon/water mixture",90,85,186,24 h,181.0,"R. Jasinski and K.D. Efird, Electrochemical Corrosion Probe for High Resistivity Hydrocarbon/Water Mixtures, Corrosion Engineering, Feb 1988, 658",0.008,
Petroleum Oils,Carbon and alloy steels,Carbon steel,API N80,0.41,,,,"Crude oil, 0.8 MPa Ar. Mixture conditioned with steel before test. Corrosion rate determined by coupon weight loss in hydrocarbon/water mixture",90,70,158,24 h,181.0,"R. Jasinski and K.D. Efird, Electrochemical Corrosion Probe for High Resistivity Hydrocarbon/Water Mixtures, Corrosion Engineering, Feb 1988, 658",0.41,
Petroleum Oils,Carbon and alloy steels,Carbon steel,API N80,0.36,,,,"Crude oil, 0.8 MPa Ar. Mixture conditioned with steel before test. Corrosion rate determined by electrochemical probe linear polarization in hydrocarbon/water mixture",90,70,158,24 h,181.0,"R. Jasinski and K.D. Efird, Electrochemical Corrosion Probe for High Resistivity Hydrocarbon/Water Mixtures, Corrosion Engineering, Feb 1988, 658",0.36,
Petroleum Oils,Carbon and alloy steels,Carbon steel,API N80,0.24,,,,"Crude oil, 0.8 MPa CO2 + 20 ppm H2S. Mixture conditioned with steel before test. Corrosion rate determined by coupon weight loss in hydrocarbon/water mixture",90,70,158,24 h,181.0,"R. Jasinski and K.D. Efird, Electrochemical Corrosion Probe for High Resistivity Hydrocarbon/Water Mixtures, Corrosion Engineering, Feb 1988, 658",0.24,
Petroleum Oils,Carbon and alloy steels,Carbon steel,API N80,0.3,,,,"Crude oil, 0.8 MPa CO2 + 20 ppm H2S. Mixture conditioned with steel before test. Corrosion rate determined by coupon weight loss in hydrocarbon/water mixture",90,70,158,24 h,181.0,"R. Jasinski and K.D. Efird, Electrochemical Corrosion Probe for High Resistivity Hydrocarbon/Water Mixtures, Corrosion Engineering, Feb 1988, 658",0.3,
Petroleum Oils,Carbon and alloy steels,Carbon steel,API N80,0.48,,,,"Crude oil, 0.8 MPa CO2 + 20 ppm H2S. Mixture conditioned with steel before test. Corrosion rate determined by electrochemical probe linear polarization in hydrocarbon/water mixture",90,70,158,24 h,181.0,"R. Jasinski and K.D. Efird, Electrochemical Corrosion Probe for High Resistivity Hydrocarbon/Water Mixtures, Corrosion Engineering, Feb 1988, 658",0.48,
Petroleum Oils,Carbon and alloy steels,Carbon steel,API N80,0.13,,,,"Crude oil, 0.8 MPa CO2 + 20 ppm H2S. Mixture conditioned with steel before test. Corrosion rate determined by electrochemical probe linear polarization in hydrocarbon/water mixture",90,70,158,24 h,181.0,"R. Jasinski and K.D. Efird, Electrochemical Corrosion Probe for High Resistivity Hydrocarbon/Water Mixtures, Corrosion Engineering, Feb 1988, 658",0.13,
Petroleum Oils,Carbon and alloy steels,Carbon steel,API N80,0.04,,,,"Crude oil, 0.8 MPa CO2 + 20 ppm H2S. Mixture conditioned with steel before test. Corrosion rate determined by coupon weight loss in hydrocarbon/water mixture",95,70,158,24 h,181.0,"R. Jasinski and K.D. Efird, Electrochemical Corrosion Probe for High Resistivity Hydrocarbon/Water Mixtures, Corrosion Engineering, Feb 1988, 658",0.04,
Petroleum Oils,Carbon and alloy steels,Carbon steel,API N80,0.08,,,,"Crude oil, 5.2 MPa CO2. Mixture conditioned with steel before test. Corrosion rate determined by coupon weight loss in hydrocarbon/water mixture",95,85,186,24 h,181.0,"R. Jasinski and K.D. Efird, Electrochemical Corrosion Probe for High Resistivity Hydrocarbon/Water Mixtures, Corrosion Engineering, Feb 1988, 658",0.08,
Petroleum Oils,Carbon and alloy steels,Carbon steel,API N80,0.11,,,,"Crude oil, 5.2 MPa CO2. Mixture conditioned with steel before test. Corrosion rate determined by electrochemical probe linear polarization in hydrocarbon/water mixture",95,85,186,24 h,181.0,"R. Jasinski and K.D. Efird, Electrochemical Corrosion Probe for High Resistivity Hydrocarbon/Water Mixtures, Corrosion Engineering, Feb 1988, 658",0.11,
Petroleum Oils,Carbon and alloy steels,Carbon steel,API N80,0.03,,,,"Crude oil, 0.8 MPa CO2 + 20 ppm H2S. Mixture conditioned with steel before test. Corrosion rate determined by electrochemical probe linear polarization in hydrocarbon/water mixture",95,70,158,24 h,181.0,"R. Jasinski and K.D. Efird, Electrochemical Corrosion Probe for High Resistivity Hydrocarbon/Water Mixtures, Corrosion Engineering, Feb 1988, 658",0.03,
Petroleum Oils,Carbon and alloy steels,Carbon steel,API N80,0.13,,,,"Crude oil, 0.8 MPa CO2 + 20 ppm H2S. Mixture conditioned with steel before test. Corrosion rate determined by coupon weight loss in hydrocarbon/water mixture",95,70,158,24 h,181.0,"R. Jasinski and K.D. Efird, Electrochemical Corrosion Probe for High Resistivity Hydrocarbon/Water Mixtures, Corrosion Engineering, Feb 1988, 658",0.13,
Petroleum Oils,Carbon and alloy steels,Carbon steel,API N80,0.1,,,,"Crude oil, 0.8 MPa CO2 + 20 ppm H2S. Mixture conditioned with steel before test. Corrosion rate determined by electrochemical probe linear polarization in hydrocarbon/water mixture",95,70,158,24 h,181.0,"R. Jasinski and K.D. Efird, Electrochemical Corrosion Probe for High Resistivity Hydrocarbon/Water Mixtures, Corrosion Engineering, Feb 1988, 658",0.1,
Petroleum Oils,Carbon and alloy steels,Carbon steel,API N80,0.02,,,,"Crude oil, 0.8 MPa CO2 + 20 ppm H2S. Mixture conditioned with steel before test. Corrosion rate determined by electrochemical probe linear polorization in hydrocarbon/water mixture",98,70,158,24 h,181.0,"R. Jasinski and K.D. Efird, Electrochemical Corrosion Probe for High Resistivity Hydrocarbon/Water Mixtures, Corrosion Engineering, Feb 1988, 658",0.02,
Petroleum Oils,Carbon and alloy steels,Carbon steel,API N80,0.04,,,,"Crude oil, 0.8 MPa CO2 + 20 ppm H2S. Mixture conditioned with steel before test. Corrosion rate determined by coupon weight loss in hydrocarbon/water mixture",98,70,158,24 h,181.0,"R. Jasinski and K.D. Efird, Electrochemical Corrosion Probe for High Resistivity Hydrocarbon/Water Mixtures, Corrosion Engineering, Feb 1988, 658",0.04,
Petroleum Oils,Copper and alloys,Aluminum bronze,"Ampco 8, Aluminum bronze",0.5 max,20 max,,C61300,Sour,,,,,96.0,"Stock Metals, Ampco Metal Company, 1988",0.5,
Petroleum Oils,Copper and alloys,Aluminum bronze,"Ampco 8, Aluminum bronze",0.05 max,2 max,,C61300,Refined,,,,,96.0,"Stock Metals, Ampco Metal Company, 1988",0.05,
Petroleum Oils,Stainless steels,Austenitic,301,A (Resistant),A (Resistant),,S30100,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,301,A (Resistant),A (Resistant),,S30100,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,302,A (Resistant),A (Resistant),,S30200,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,302,A (Resistant),A (Resistant),,S30200,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,303,A (Resistant),A (Resistant),,S30300,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,303,A (Resistant),A (Resistant),,S30300,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,303,A (Resistant),A (Resistant),,S30300,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,303,A (Resistant),A (Resistant),,S30300,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,304,A (Resistant),A (Resistant),,S30400,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,304,A (Resistant),A (Resistant),,S30400,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,316,A (Resistant),A (Resistant),,S31600,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,316,A (Resistant),A (Resistant),,S31600,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,321,A (Resistant),A (Resistant),,S32100,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,321,A (Resistant),A (Resistant),,S32100,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,347,A (Resistant),A (Resistant),,S34700,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,347,A (Resistant),A (Resistant),,S34700,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,304L,A (Resistant),A (Resistant),,S30403,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,304L,A (Resistant),A (Resistant),,S30403,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,304LN,A (Resistant),A (Resistant),,S30453,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,304LN,A (Resistant),A (Resistant),,S30453,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,316F,A (Resistant),A (Resistant),,S31620,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,316F,A (Resistant),A (Resistant),,S31620,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,316L,A (Resistant),A (Resistant),,S31603,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,316L,A (Resistant),A (Resistant),,S31603,,,Boiling,Boiling,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
Petroleum Oils,Stainless steels,Austenitic,316LN,A (Resistant),A (Resistant),,S31653,,,20,68,,253.0,"Chemical Resistance of REMANIT Stainless Steels, Thyssen Edelstahlwerke AG, March 1989",,A
